25,50,100,100,100,100,100,50,0,100,100,50,100,100,true
26,0,50,0,100,50,0,0,0,50,50,0,0,100,true
27,100,100,100,0,100,100,0,100,50,0,50,0,100,true
28,50,0,0,100,0,100,50,0,0,0,100,50,50,true
29,100,50,100,100,50,100,100,0,0,100,100,50,50,true
